date,title,description,best_result_raw,best_result_display,score_type,barbell_lift,set_details,notes,rx_or_scaled,pr
05/12/2018,"Metcon","QoD: What’s the funniest joke you know by heart?WHITEBOARD BRIEF (0:00 - 3:00)- Metcon: This workout bookends with rowing intervals. Your strategy here will determine the outcome of the workout. This work can be split however you choose, but it should be easy to partition work into small sets to sustain a high level of output.METCON (25:00 - 60:00)In teams of 3 with a running clock:0:00-10:00Max Calorie Row12:00-22:00Max Rounds of:21 Lateral Burpees21 Hang Power Cleans (135, 95)21 T2B24:00-34:00Max Calorie RowL3: (115, 75)L2: (95, 65)L1: (75, 55)EXTRA CREDIT (AFTER CLASS)2 Rounds of:50 Banded Pull-throughs25 each Banded Hip Flexor Pulls50 Banded Pull-aparts (slow + light band)",669,"669","Reps","","[{""reps"":669}]","+kar+migs",RX,
05/14/2018,"Freshmen","- Metcon: Before careful with pacing with this one as it will be easy to go out too fast and incur long bouts of unplanned rest. Pacing should be around 80-85%. Choose a weight that you can do 5-7 reps at a time with.""Freshmen""For time:45 DB Power Cleans (50, 35)45 DB Thrusters (50, 35)L3: (40, 30)L2: (30, 20)L1: (25, 15)7:00 Cap",420,"7:00","Time","","[{""secs"":0,""mins"":7}]","45  + 30. 35lb db ",SCALED,
05/14/2018,"STRENGTH","QoD:If magic was real, what spell would you try to learn first?- Strength: Work up to a challenging set of Touch n Go Deadlifts for 5. This does not need to be a max.Spend 201) Touch n Go Deadlift: 5 x 5, up to a heavy set. Rest 2:00- Beginner: 5 x 5, reset on each rep to dial in form. Rest 2:002) Metcon Prep:2-3 Rounds of:5 DB Power Cleans5 DB ThrustersBuilding to Metcon weight. Rest 60s.",295,"295","Load","","[{""success"":true,""load"":215},{""success"":true,""load"":235},{""success"":true,""load"":255},{""success"":true,""load"":275},{""success"":true,""load"":295}]","",RX,
05/16/2018,"SKILL","QoD:  What do you miss about being a kid?- Skill: Well review all static holds and then run through 3 rounds for quality. Take the time to focus on position.SKILL (15:00 - 25:00)Gymnastics Skill Work3 Rounds for Quality:10s L-Sit Hold10s Ring Support10 Alternating Pistols",0,"🐸","Other / Text","","[{""other"":""🐸""},{""other"":""🐼""},{""other"":""🦊""}]","",RX,
05/16/2018,"METCON","- GPP: Todays work is not for score so if you need to increase your rest intervals do so. Do not underestimate this work today. This work is very important for building your base and improving your capacity.METCON (25:00 - 55:00)25 Minutes of:1a) Heavy Sledpush or Sledpull Powerwalk x 50m. Rest 60s.1b) Single Arm Farmer Carry x 50m each. Rest 60s1c) Double DB Rows x 10. Rest 60s.*Alternate Option for Sledpush = Alt. Weighted Step-ups x 20 reps",5,"5","Rounds + Reps","","[{""rnds"":5}]","",RX,
05/18/2018,"Finisher","Finisher:60s Max Rep Push-upsRx+60s Max Rep Ring Dips",38,"38","Reps","","[{""reps"":38}]","",RX,
05/18/2018,"STRENGTH","QoD: What’s something you want to do in the next year that you’ve never done before?- Strength: Focus on upper-body strength work today. There are a variety of options for pull-up work today, but keep your reps strict and rotate your grip every other set ie. wide grip pull-up, shoulder width pull-up, regular grip chin-up, close grip chin-up as each grip carries a different emphasis.STRENGTH (15:00 - 55:00)1) Speed Close Grip Bench Press: 5 x 5 @50%, every 60s.2) Pull-up Volume Accumulation. Rest 90s between sets. Change grip every other set ie. wide grip pull-up, shoulder width pull-up, regular grip chin-up, close grip chin-up.– Rx+:(35 Strict Reps)– Rx: (25 Strict Reps)– L3: (20 Strict Reps)– Beginner: (25 Strict Reps, partner assisted)3a) 1-Arm KB Row w. rotation: 3 x 10 ea. Rest 30s.3b) Heavy Banded Single Arm Banded Pushdowns: 3 x 10-15 ea. Rest 30s.4) RKC Plank: 4 x 15-20s. Rest 60s.",0,"115","Other / Text","","[{""other"":""115""},{""other"":""115""},{""other"":""115""},{""other"":""115""},{""other"":""115""}]","",RX,
05/19/2018,"Run Forrest","QoD: List three things that happened in the last week that you’re thankful for.– Metcon: Do not try to set a PR on your first mile run. Use a pace that will allow you to go right into your burpees without excessive resting. Your second mile interval will be slower than your first but try to stay within 90s of your first split. Some of your athletes will hit the time-cap on this one. Effort should be around 70-75%.D) METCON (18:00 - 50:00)”Run Forrest”For time:Run 1 Mile100 BurpeesRun 1 MileRx+:(Wear a 20/10# Weighted Vest) (40 Minute Cap for those that wear a vest)L2: (800m Runs) (75 Burpees)L1: (50 Burpees or done with a partner)Alternate Scaling Options:1500 meter Row for each mile run or 7:00 Bike or Ski Erg30:00 Cap",1746,"29:06","Time","","[{""secs"":6,""mins"":29}]","",RX,
05/21/2018,"Clean & Jerk 1x1","Clean & Jerk for load: #1: 1 rep",165,"165","Load","Clean & Jerk","[{""success"":true,""load"":165}]","",RX,
05/21/2018,"Back Squat 1x1","Back Squat for load: #1: 1 rep",275,"275","Load","Back Squat","[{""success"":true,""load"":275}]","",RX,
05/21/2018,"Strength","QoD: Are you a giver, a taker, or a matcher?- Strength: Today we are working on obtaining maxes for the clean + jerk and back squat. Take as much time as you need to build to maxes today. Remember, technique for both takes precedence.1) Clean + Jerk: 1RM. Rest 2:00– Any style permitted.2) Back Squat: 1RM. Rest 2-3:00.– Build to a 1RM in 6-7 sets.– Sets of: 5,4,3,2,1,1,1…3a) Single Leg DB RDLs: 4 x 5 ea. Rest 45s.3b) Deadbug + Reverse Crunch: 3 x 10. Rest 45s.4) Frog Pump: 2 x 30. Rest 60s.",0,"🏋🏽‍♂️","Other / Text","","[{""other"":""🏋🏽‍♂️""}]","",RX,
05/22/2018,"New Workout Plan","– Metcon: Today’s Metcon is an average amount of volume, but condensed into only two rounds so breaking movements early before fatigue sets in is important. 800m run pace should stay within 30s of each other. Pacing should be around 80%.”New Workout Plan”2 RFT:75 Air Squats50 Push-ups25 T2B800m RunL2: (50 Air Squats) (30 Box Push-ups) (Knee Lifts)L1: (35 Air Squats) (15 Box Push-ups) (Abmat Sit-ups) (400-600m Run)22:00 Cap",1320,"22:00","Time","","[{""secs"":0,""mins"":22}]","Home gym work out.1rnd +75 air squat50 push-ups 3 t2b",RX,
05/23/2018,"METCON","QoD: Who was your hero when you were growing up?- GPP: Work at your own pace today. You can rest as much as you feel is necessary between sets but shoot for 6-8 completed rounds.METCON (15:00 - 45:00)30 Minutes on the Clock:Sledpush x 100 ft.Farmer Carry x 100 Ft.Turkish Get-up x 2 each.Bike x 60s*Todays work is not for time or score. Rest as needed.*Alternate Options: Sledpush = Weighted Step-ups x 60s Max RepsBike = Row or Jog for 60s at an easy pace",0,">5","Other / Text","","[{""other"":"">5""}]","180lb 🛷 Red kB Blue kB Turkish getupRower ",RX,
05/25/2018,"STRENGTH","QoD: Would you tell a stranger if they have food in their teeth? What about your significant other?– Strength: All sets of Push Press should be fast/efficient, but reset on each rep, no touch n go.STRENGTH (15:00 - 35:00)1) Speed Push Press: 6 x 3 @70-75%, every 60s.– use 1RM from 4/24– Reset on each rep2a) L-Sit Hold: 3 x 10-15s. Rest 30s.2b) Handstand Hold: 3 x 10-20s. Rest 30s.",0,"135","Other / Text","","[{""other"":""135""},{""other"":""135""},{""other"":""135""}]","",RX,
05/25/2018,"METCON","– Metcon: Try to maintain around 75% effort today for all sets. This means you’ll likely use the Bike as ”active recovery” for each set which is perfectly fine. S20H is intended to be slightly heavier today and these do not need to be completed UB.METCON (35:00 - 50:00)AMRAP 15:12 S20H (155, 105)21/18 Calorie Bike50 Double UndersL3: (155, 105) (50 Singles)L2: (115, 75) (60s Double Under Attempts)L1: (95, 65) (30 Single Unders)*Alternate Options:30/25 Cal Row, 400 Meter Run, or 21/18 Cal Ski Erg",2.072,"2+72","Rounds + Reps","","[{""rnds"":2,""reps"":72}]","115lb barbell ",SCALED,
05/26/2018,"METCON","– Metcon: Today’s metcon involves light power snatches and wallballs. The volume is relatively high today so break sets as needed with your partner to ensure quick transitions. You should be able to effectively maintain run splits and pacing should be around 80%.METCON (25:00 - 50:00)For time w. a partner:100 KBS (53, 35)100 Wallballs (20, 14)800 Meter Run100 SDHP (53, 35)100 Medball Cleans (20, 14)800 Meter RunL3: (45, 35)L2: (35, 25) (14, 10)L1: (35, 25 Russian Swings) (10, 8)",1462,"24:22","Time","","[{""secs"":22,""mins"":24}]","First partner workout with the wife! 🏋🏽‍♂️🔥💪🏼",RX,
05/28/2018,"MURPH","QoD: What is one thing you are most grateful for in regards to living in the United States?- Metcon: Hero workout ""Murph"". Remember that todays workout is about digging deep when things get hard. Challenge yourself, but be smart.Partition the pull-ups, push-ups, and squats as needed. Start and finish with a mile run. If youve got a twenty pound vest or body armor, wear it.• 1 mile Run• 100 Pull-ups• 200 Push-ups• 300 Squats• 1 mile RunL1 Metcon:For time:800m Run5 Rounds of:10 Ring Rows10 Box Push-ups15 Air SquatsThen,800m RunL2 Metcon:For time:1 Mile Run5 Rounds of:10 Pull-ups12 Push-ups15 Air SquatsThen,1 Mile Run",3280,"54:40","Time","","[{""secs"":40,""mins"":54}]","",RX,PR
05/29/2018,"STRENGTH","QoD: What attributes does someone need to have in order to be successful in your job position?– Strength/Metcon: Both our strength and conditioning work is intended to be more recovery-based today. If you did not complete ”Murph” yesterday feel free to push both segments of class.STRENGTH (15:00 - 30:00)1a) 1-Arm KB Rows: 3 x 8-10 ea. Rest 30s.1b) DB Seated Cleans: 3 x 12-15. Rest 30s.1c) Side Plank: 3 x 10s ea. Rest 30s.",0,"No","Checkbox","","[{""boolean"":0}]","",RX,
05/30/2018,"SKILL","QoD: What period in history had the best fashion?– Skill: Week 1 of Skill work. We’ll be running this same skill work for the next two weeks, so take the time to focus on improving movement patterns.SKILL (15:00 - 30:00)Gymnastics Skill1a) Toes to Bar: 4 x 60s of Practice or Volume Accumulate. Rest 60s.1b) Handstand Hold or Walking: 4 x 60s of Practice of Distance Accumulation. Rest 60s.",0,"8","Other / Text","","[{""other"":""8""},{""other"":""hsh""}]","Handstands getting easier. Starting to balance off the wall. ",RX,
05/30/2018,"METCON","– GPP: Conditioning work today is intended for consistent work for every interval. Effort today should be around 75%.METCON (30:00 - 55:00)EMOM 24:Minute 1: 2 TGU each sideMinute 2: 12 DB ThrustersMinute 3: 20 Renegade RowsMinute 4: 12 Alt. Weighted Step-upsMinute 5: 12 DB Hang Power Clean + Press (6 ea.) (Open Standard)Minute 6: 60s of Active Recovery. Choose between Bike, Short Shuttle jog or Single Unders*Score = What you ate for breakfast =)GLUTES + UPPER-BACK (55:00 - 60:00)Accumulate:100 Frog Pumps100 Banded Pull-aparts",0,"oatmeal w/ cinnamon and walnuts ","Other / Text","","[{""other"":""oatmeal w/ cinnamon and walnuts ""}]","Started at 35 and steadily dropped weight",SCALED,
06/01/2018,"STRENGTH/SKILL","QoD: What would be your strategy for surviving an apocalyptic epidemic? Strength: Week 2 of Speed Push Press. All should be explosive where you reset on each rep. Your weights should only be about 5% heavier than last week.STRENGTH/SKILL (15:00 - 35:00)1) Speed Push Press: 5 x 3 @75-80%, every 60s.2) Metcon Prep:2 Sets of: Rest 60s.1 Wall Climb5 T2B10 Wallballs10 Alt. DB Snatch",145,"145","Load","","[{""success"":true,""load"":145}]","",RX,
06/01/2018,"METCON","– Metcon: Today’s workout is intended to be a little bit different format, but all work should be completed in 2-3 sets. Nothing here is particularly demanding but be smart with your T2B sets.METCON (35:00 - 55:00)For time:30-20-10DB Alternating DB Snatch (50, 35)Wallballs (20, 14)Then,800m runThen,9-15-21T2B*3 Wall Climbs after each set of T2BL2: (14, 10) (Knee Lifts) (3 Half-Wall Climbs)L1: (Alt. DB Snatch Light) (10, 8) (Abmat Sit-ups) (20 Shoulder Taps after each set of T2B)20:00 Cap*For scaling today for DB Snatch athlete choice of weight if they are not using the Rx weight.",1171,"19:31","Time","","[{""secs"":31,""mins"":19}]","⛽️’d AF!!!Whew lawd! ",RX,
06/02/2018,"METCON","QoD: What’s the worst and best thing about being your gender?WHITEBOARD BRIEF (0:00 - 3:00)– GPP: Today’s work can be broken down into whatever intervals you feel work best for your team, but try to be consistent for all your sets. It’s likely shorter intervals (less than 100 meters) will work best for this workout. Effort today should be around 80-90%.METCON (18:00 - 50:00)”Old MacDonald”For Max Distance with a partner:15 Minutes of Farmer Carry (70, 53)15 Minutes of Sledpull Powerwalk (heavy)*Score = total distance*Work can be split however your athletes choose. For example, your athletes can ”superset” the carries and sledpulls alternating between the two for the entire 30 minutes.*Alternate OptionFor time with a partner:800 Meter Farmer Carry (70, 53)100 Russian KBS (53, 35)100 Burpees800 Meter Farmer Carry (70, 53)RECOVERY (55:00 - 60:00)5:00 Minutes of Light Foam Rolling",0,"32:00","Other / Text","","[{""other"":""32:00""}]","Partner with the wife👫. 100m short of finishing. 😬",RX,
06/05/2018,"Warm Up","QoD: How has Coach Devin helped you or what will you remember most about Devin and Gabby?15 min Foam Roll/Stretch Session12 - Months Devin & Gabby  have been dating26 - Gabbys age29 - Devins age770 - Their new area code2 - It takes TWO!5 - Number of letters in their first names",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
06/05/2018,"Devin & Gabbys Farewell WoD","Teams of 2, one athlete works at a time, split work as needed30 min First, 200 Double Under Buy In (or 400 total singles)thenAMRAP 12 Deadlifts 135,9526 Power Cleans 135,9529 Wall Balls 20, 14770m RowCash Out:Complete max distance sandbag carries for 5 mins",3.769,"3+769","Rounds + Reps","","[{""rnds"":3,""reps"":769}]","",RX,
06/06/2018,"SKILL","QoD: Whats the kindest thing someones done for you?– Skill: Final week of Skill work with T2B/Handstand. Work on really refining both movements today.SKILL (15:00 - 30:00)Gymnastics Skill (Week 2)1a) Toes to Bar: 4 x 60s of Practice or Volume Accumulation. Rest 60s.1b) Handstand Hold or Walking: 4 x 60s of Practice of Distance Accumulation. Rest 60s.",0,"T2B","Other / Text","","[{""other"":""T2B""},{""other"":""Handstands ""}]","",RX,
06/06/2018,"METCON","– Metcon: Today’s piece should be around 70-75% effort so you should have no issues working for close to 40s straight with each movement.METCON (30:00 - 55:00)5 Rounds of 40s Work/20s Rest:1a) Unilateral Farmer Carry x 50 ft. increments.1b) Hollow Rocks OR Ball Slams (30, 20)1c) Double Unders1d) KB Figure 8s1e) Sledpush or Sledpull x 50 ft. Heavy*Alternate Option:Sledpush = Assault Bike or Short Shuttle SprintsHAMSTRINGS (55:00 - 60:00)Accumulate:100 Prone Banded Leg Curls",5,"5","Reps","","[{""reps"":5}]","",RX,
06/07/2018,"STRENGTH","QoD: What is one thing that your sig other does or would do with or for you that you know they dont like ?– Strength: Week 1 of Speed work with the power clean + front squat + jerk. Weights should be heavy enough to feel but still practice efficient movement patterns.STRENGTH (15:00 - 35:00)1) Power Clean + Front Squat + Jerk: 8 x 2 @70%, every 60s.2) Touch n Go Deadlift: Work up to Metcon weight performing sets of 3 reps. Rest 90s.",125,"125","Load","","[{""success"":true,""load"":125}]","",RX,
